flight, time , var, type, p goo, p bad 
20221003_flight14.csv , 190 , dscrPBNdeviationIntegrCorr , d , 0.06424838599747547 , 0.16049540069389848
20221003_flight14.csv , 191 , dscrPBNdeviationIntegrCorr , d , 0.06480850389737365 , 0.16049540069389848
20221003_flight14.csv , 192 , dscrPBNdeviationIntegrCorr , d , 0.09076466513550951 , 0.20180531341140717
20221003_flight14.csv , 225 , dscrTimeNavlogCheck , d , 0.03472288196353112 , 0.08201387745944039
20221003_flight15.csv , 43 , dscrTimeTrackCheck , d , 0.24854228781018103 , 0.5223375273348262
20221003_flight15.csv , 44 , dscrTimeMapClick , d , 0.29912406711186934 , 0.6765769556078857
20221003_flight15.csv , 45 , dscrTimeMapClick , d , 0.28341619618229413 , 0.6765769556078857
20221003_flight15.csv , 47 , dscrTimeNavlogCheck , d , 0.05118176070038835 , 0.10346332953009
20221003_flight15.csv , 84 , dscrTimeMapCheck , d , 0.17659823599862468 , 0.489421265863483
20221003_flight15.csv , 124 , dscrPBNdeviationIntegrCorr , d , 0.21067660323163842 , 0.6374065558643092
20221003_flight15.csv , 137 , dscrTimeMapClick , d , 0.0019705354067606866 , 0.004241884961541104
20221003_flight15.csv , 161 , dscrTimeNavlogCheck , d , 0.03767562530811003 , 0.10346332953009
20221003_flight16.csv , 36 , dscrTimeMapCheck , d , 0.11138058086145283 , 0.34702635612845195
20221003_flight16.csv , 252 , dscrTimeWPTCheckCurrLeg , d , 0.03217418724819998 , 0.06689486503368564
20221003_flight17.csv , 83 , dscrTimeNavlogCheck , d , 0.028035457898812986 , 0.10346332953009
20221003_flight17.csv , 123 , dscrTimeNavlogCheck , d , 0.04009558871600662 , 0.10346332953009
20221003_flight17.csv , 124 , dscrTimeTrackCheck , d , 0.014286395249547763 , 0.039485725731235675
20221003_flight17.csv , 152 , dscrTimeMapClick , d , 0.3284599125441815 , 0.6765769556078857
20221003_flight17.csv , 256 , dscrPBNdeviationIntegrCorr , d , 0.013722717978622127 , 0.05161181623390872
20221003_flight17.csv , 257 , dscrPBNdeviationIntegrCorr , d , 0.03381252611054127 , 0.16049540069389848
20221003_flight17.csv , 258 , dscrPBNdeviationIntegrCorr , d , 0.03543896745099284 , 0.16049540069389848
20221003_flight18.csv , 33 , dscrTimeMapCheck , d , 0.11135272874131912 , 0.34702635612845195
20221003_flight18.csv , 34 , dscrTimeMapCheck , d , 0.2570793268949258 , 0.5516046618090781
20221003_flight18.csv , 34 , dscrTimeMapClick , d , 0.24499230083890605 , 0.5439241449126976
20221003_flight18.csv , 36 , dscrTimeMapClick , d , 0.3216173250290504 , 0.6765769556078857
20221003_flight18.csv , 37 , dscrTimeMapClick , d , 0.3007030262697708 , 0.6765769556078857
20221003_flight18.csv , 38 , dscrTimeMapClick , d , 0.298026195063579 , 0.6765769556078857
20221003_flight18.csv , 39 , dscrTimeMapClick , d , 0.28833728651487833 , 0.6765769556078857
20221003_flight18.csv , 40 , dscrTimeMapClick , d , 0.2696606400118281 , 0.6765769556078857
20221003_flight18.csv , 41 , dscrTimeMapClick , d , 0.31378555447098544 , 0.6765769556078857
20221003_flight18.csv , 42 , dscrTimeMapClick , d , 0.29516342698279496 , 0.6765769556078857
20221003_flight18.csv , 47 , dscrTimeMapCheck , d , 0.1239592152780935 , 0.2856359832358528
20221003_flight18.csv , 58 , dscrTimeMapCheck , d , 0.15721679555479218 , 0.34702635612845195
20221003_flight18.csv , 61 , dscrTimeWPTCheckNxtLeg , d , 0.2870438611373608 , 0.6368737748561398
20221003_flight18.csv , 63 , dscrTimeMapCheck , d , 0.25002627206329925 , 0.5516046618090781
20221003_flight18.csv , 67 , dscrTimeMapClick , d , 0.029013539926234653 , 0.09036500792732721
20221003_flight18.csv , 70 , dscrTimeWPTCheckNxtLeg , d , 0.07904143498857483 , 0.19832755547641587
20221003_flight18.csv , 96 , dscrTimeNavlogCheck , d , 0.0511835844300118 , 0.10346332953009
